date,open,high,low,close,volume,ROC,SMA,RSI,Real Middle Band,Real Lower Band,Real Upper Band
2023-07-18 10:15:00,343.22,344.2,342.735,343.37,792743.0,-0.2411,345.1204,38.2306,345.1204,327.5374403138094,362.70335968619065
2023-07-18 10:30:00,343.361,344.3,343.22,343.99,656947.0,-0.1422,345.0959,43.1441,345.0959,328.7654150294615,361.42638497053844
2023-07-18 10:45:00,343.98,344.53,343.82,344.365,685398.0,0.0189,345.0992,45.8847,345.0992,330.354952277012,359.843447722988
2023-07-18 11:00:00,344.37,344.79,344.11,344.27,607002.0,-0.0348,345.0932,45.3024,345.0932,332.26916185867475,357.9172381413253
2023-07-18 11:15:00,344.24,344.5,344.02,344.16,391130.0,-0.1103,345.0742,44.6123,345.0742,334.687975344186,355.46042465581405
2023-07-18 11:30:00,344.17,355.94,344.15,354.659,7799048.0,2.6866,345.5381,78.1112,345.5381,331.6663517372827,359.4098482627173
2023-07-18 11:45:00,354.6,358.95,354.548,357.165,5368434.0,3.2269,346.0964,80.9986,346.0964,332.87535884473886,359.3174411552612
2023-07-18 12:00:00,357.19,361.9,356.6,361.31,5562371.0,4.449,346.8658,84.5476,346.8658,333.75077675049874,359.9808232495012
2023-07-18 12:15:00,361.286,364.16,360.55,364.08,3564643.0,5.2406,347.7724,86.3421,347.7724,329.18095659105654,366.36384340894347
2023-07-18 12:30:00,364.05,366.78,363.76,365.76,4865287.0,5.7874,348.7729,87.2848,348.7729,327.03334645586915,370.51245354413084
2023-07-18 12:45:00,365.76,366.77,360.7,362.58,3901491.0,4.8222,349.6069,76.7322,349.6069,328.11882026368403,371.09497973631596
2023-07-18 13:00:00,362.597,364.5,362.5,363.93,2030036.0,5.094,350.4889,77.9249,350.4889,329.14326844628886,371.83453155371114
2023-07-18 13:15:00,363.93,364.29,361.6,363.73,1611411.0,4.9453,351.3459,77.3069,351.3459,330.16860904030204,372.5231909596979
2023-07-18 13:30:00,363.715,365.0,363.1,363.54,1741122.0,5.0633,352.2218,76.6987,352.2218,331.2010134679315,373.24258653206846
2023-07-18 13:45:00,363.5,363.98,362.82,363.94,965190.0,5.2154,353.1239,77.098,353.1239,332.30713686635056,373.9406631336494
2023-07-18 14:00:00,363.97,364.97,363.85,364.77,1345562.0,5.4035,354.0589,77.9243,354.0589,333.42211339458214,374.69568660541785
2023-07-18 14:15:00,364.73,365.5,364.01,364.16,1143283.0,5.2516,354.9674,75.8084,354.9674,334.57466445721366,375.36013554278634
2023-07-18 14:30:00,364.18,365.35,364.13,365.25,1087230.0,6.5061,356.083,76.9839,356.083,335.9389967626394,376.22700323736063
2023-07-18 14:45:00,365.28,365.439,364.08,364.08,888212.0,6.0314,357.1185,72.9772,357.1185,337.26004578093614,376.9769542190638
2023-07-18 15:00:00,364.07,364.56,363.45,364.185,1167049.0,6.096,358.1647,73.1094,358.1647,338.56511534322664,377.7642846567733
2023-07-18 15:15:00,364.2,364.265,362.11,362.24,1472526.0,5.4955,359.1082,66.7423,359.1082,339.73024100878024,378.4861589912198
2023-07-18 15:30:00,362.23,362.76,360.42,360.52,2705298.0,4.8054,359.9347,61.7374,359.9347,340.59923450523337,379.2701654947667
2023-07-18 15:45:00,360.48,361.28,359.46,359.525,4784105.0,4.4023,360.6927,59.0413,360.6927,341.26634788681037,380.11905211318964
2023-07-18 16:00:00,359.54,359.89,358.73,359.13,8585470.0,4.3164,361.4357,57.9832,361.4357,341.8910216881291,380.9803783118709
2023-07-18 16:15:00,359.11,359.49,285.99,359.12,36096.0,4.3468,362.1837,57.9555,362.1837,342.5213530019326,381.8460469980674
2023-07-18 16:30:00,359.15,359.49,358.5,358.85,45805.0,1.1817,362.3933,57.1797,362.3933,345.3739689441282,379.4126310558718
2023-07-18 16:45:00,358.82,359.49,358.61,358.61,118932.0,0.4046,362.4655,56.4725,362.4655,345.32519924796935,379.6058007520307
2023-07-18 17:00:00,345.73,360.31,276.432,358.68,15800.0,-0.7279,362.334,56.6371,362.334,345.0822624691026,379.5857375308974
2023-07-18 17:15:00,358.68,358.9,285.129,358.75,11895.0,-1.464,362.0675,56.8091,362.0675,349.8880782860902,374.2469217139098
2023-07-18 17:30:00,358.65,358.89,358.65,358.71,4249.0,-1.9275,361.715,56.6739,361.715,358.8251590323025,364.60484096769744
2023-07-18 17:45:00,358.74,358.75,358.18,358.5,15842.0,-1.1253,361.511,55.9381,361.511,358.7596023753814,364.26239762461864
2023-07-18 18:00:00,358.56,359.49,358.45,358.63,8882.0,-1.4563,361.246,56.3078,361.246,358.7352665734793,363.75673342652067
2023-07-18 18:15:00,358.78,358.85,358.52,358.8,8624.0,-1.3554,360.9995,56.8066,360.9995,358.72577528195836,363.27322471804166
2023-07-18 18:30:00,358.8,359.4,358.6,359.4,18499.0,-1.1388,360.7925,58.564,360.7925,358.8625709039825,362.72242909601755
2023-07-18 18:45:00,359.4,360.15,359.02,360.15,28198.0,-1.0414,360.603,60.6696,360.603,359.0072640518434,362.19873594815664
2023-07-18 19:00:00,360.12,360.5,359.9,360.4,22599.0,-1.198,360.3845,61.3586,360.3845,359.02803417587165,361.74096582412835
2023-07-18 19:15:00,360.32,360.83,360.01,360.7,11592.0,-0.9501,360.2115,62.1951,360.2115,359.0176881725346,361.4053118274654
2023-07-18 19:30:00,360.67,360.9,360.25,360.82,14045.0,-1.2129,359.99,62.5366,359.99,358.9378453569716,361.0421546430284
2023-07-18 19:45:00,360.87,360.98,360.54,360.79,30254.0,-0.9036,359.8255,62.3883,359.8255,358.87982331793677,360.7711766820632
2023-07-19 04:00:00,360.8,361.49,359.8,361.35,23107.0,-0.7785,359.6838,64.0628,359.6838,358.72398424594354,360.6436157540565
2023-07-19 04:15:00,361.35,362.93,361.23,362.69,32277.0,0.1242,359.7062,67.6865,359.7062,358.79478677252933,360.6176132274707
2023-07-19 04:30:00,362.69,362.96,362.3,362.64,14906.0,0.588,359.8122,67.4195,359.8122,358.92018955577174,360.7042104442283
2023-07-19 04:45:00,362.64,362.76,361.83,362.1,8510.0,0.7162,359.941,64.5257,359.941,358.74213189304396,361.139868106956
2023-07-19 05:00:00,362.03,362.03,361.55,361.73,5242.0,0.724,360.071,62.5882,360.071,358.4746614955098,361.66733850449026
2023-07-19 05:15:00,361.7,362.2,361.5,362.0,5096.0,0.802,360.215,63.4316,360.215,358.1726138794627,362.25738612053726
2023-07-19 05:30:00,362.03,362.6,361.92,362.3,3037.0,0.9614,360.3875,64.3711,360.3875,357.8409840838945,362.93401591610547
2023-07-19 05:45:00,362.31,362.4,362.14,362.14,3303.0,0.9844,360.564,63.4559,360.564,358.0258638012095,363.10213619879056
2023-07-19 06:00:00,362.34,362.4,361.91,362.28,8749.0,1.0037,360.744,63.9283,360.744,358.2253353867998,363.26266461320023
2023-07-19 06:15:00,362.29,362.4,361.92,362.16,5865.0,0.9505,360.9145,63.1913,360.9145,358.4412125622813,363.38778743771866
2023-07-19 06:30:00,362.13,362.2,361.56,361.82,8096.0,0.867,361.07,61.0908,361.07,358.6693570522789,363.4706429477211
2023-07-19 06:45:00,361.82,362.0,361.75,361.92,9581.0,0.954,361.241,61.4871,361.241,358.8506112990998,363.6313887009002
2023-07-19 07:00:00,361.95,362.2,361.25,361.55,29917.0,0.8142,361.387,59.1408,361.387,359.03625477639446,363.73774522360554
2023-07-19 07:15:00,361.55,361.97,361.2,361.93,24678.0,0.8724,361.5435,60.7596,361.5435,358.9448887073737,364.1421112926263
2023-07-19 07:30:00,361.91,362.0,361.23,361.45,17301.0,0.5704,361.646,57.7191,361.646,358.5497101373863,364.74228986261375
2023-07-19 07:45:00,361.46,361.77,361.26,361.68,19047.0,0.4248,361.7225,58.76,361.7225,358.19640223623315,365.2485977637669
2023-07-19 08:00:00,361.9,363.03,359.49,361.997,120636.0,0.4431,361.8024,60.1822,361.8024,357.8195498155604,365.7852501844396
2023-07-19 08:15:00,361.96,362.03,361.58,361.85,36014.0,0.3188,361.8599,59.1859,361.8599,357.4672486268053,366.25255137319465
2023-07-19 08:30:00,361.795,361.95,360.92,360.92,57930.0,0.0277,361.8649,53.3087,361.8649,357.20554526919403,366.5242547308059
2023-07-19 08:45:00,360.9,361.3,360.0,360.83,76759.0,0.0111,361.8669,52.7749,361.8669,356.8993092248027,366.83449077519725
2023-07-19 09:00:00,360.85,361.65,360.5,361.3,65656.0,-0.0138,361.8644,55.2389,361.8644,356.6433570283164,367.08544297168356
2023-07-19 09:15:00,361.31,361.8,361.07,361.75,60521.0,-0.2592,361.8174,57.4751,361.8174,356.63385604716245,367.0009439528376
2023-07-19 09:30:00,361.75,362.46,357.8,358.94,4359483.0,-1.0203,361.6324,43.2671,361.6324,356.4693591733487,366.7954408266513
2023-07-19 09:45:00,359.0,360.01,358.12,359.37,1849814.0,-0.7539,361.4959,45.4396,361.4959,356.2975931902031,366.6942068097969
2023-07-19 10:00:00,359.395,360.0,357.88,357.93,1476283.0,-1.0505,361.3059,40.0352,361.3059,356.09716613313753,366.5146338668625
2023-07-19 10:15:00,357.96,358.58,357.25,357.69,1253262.0,-1.1906,361.0904,39.2169,361.0904,355.92426227541614,366.25653772458384
2023-07-19 10:30:00,357.67,361.12,357.6,361.101,1315725.0,-0.3309,361.0304,53.4509,361.0304,355.9019844381199,366.1588155618801
2023-07-19 10:45:00,361.1,361.56,358.54,359.49,1485459.0,-0.7318,360.8979,47.877,360.8979,356.0564350654809,365.7393649345191
2023-07-19 11:00:00,359.51,360.49,358.845,360.49,827889.0,-0.4941,360.8084,51.202,360.8084,356.3077330580118,365.3090669419882
2023-07-19 11:15:00,360.482,360.72,359.51,360.08,786354.0,-0.5743,360.7044,49.8301,360.7044,356.6237791889703,364.78502081102977
2023-07-19 11:30:00,360.08,360.35,358.83,359.2,660073.0,-0.7241,360.5734,46.9859,360.5734,357.085808638952,364.06099136104797
2023-07-19 11:45:00,359.17,360.16,358.98,359.235,819024.0,-0.7419,360.4392,47.1122,360.4392,357.56005653901906,363.318343460981
2023-07-19 12:00:00,359.21,359.65,355.7,357.35,2900508.0,-1.1617,360.2292,41.503,360.2292,358.2539338712373,362.2044661287627
2023-07-19 12:15:00,357.34,357.365,355.09,355.77,1480026.0,-1.702,359.9212,37.5577,359.9212,358.31978817445565,361.52261182554435
2023-07-19 12:30:00,355.74,356.79,354.9,355.47,1188240.0,-1.6544,359.6222,36.8574,359.6222,357.6666048916058,361.57779510839424
2023-07-19 12:45:00,355.45,355.78,354.36,354.69,949991.0,-1.9326,359.2726,35.0679,359.2726,357.36012768474137,361.18507231525865
2023-07-19 13:00:00,354.69,354.85,354.11,354.44,1042825.0,-2.0876,358.8948,34.5027,358.8948,356.98116149052777,360.8084385094722
2023-07-19 13:15:00,354.41,354.67,353.94,354.07,710052.0,-2.1501,358.5058,33.6576,358.5058,356.589566012249,360.42203398775104
2023-07-19 13:30:00,354.071,354.25,353.02,353.76,1110175.0,-1.9838,358.1478,32.946,358.1478,356.18144000163227,360.11415999836777
2023-07-19 13:45:00,353.69,354.73,353.05,353.09,894290.0,-2.1451,357.7608,31.4338,357.7608,355.77630638246563,359.7452936175344
2023-07-19 14:00:00,353.105,357.285,352.435,353.8,1109300.0,-2.0758,357.3858,34.7732,357.3858,355.4134878071992,359.35811219280083
2023-07-19 14:15:00,353.79,353.81,352.46,353.36,940000.0,-2.3193,356.9663,33.7025,356.9663,354.97075210298954,358.96184789701044
2023-07-19 14:30:00,353.38,354.44,353.35,353.88,854302.0,-1.4097,356.7133,36.1484,356.7133,354.8093175455009,358.6172824544991
2023-07-19 14:45:00,353.87,354.45,353.54,354.33,670288.0,-1.4025,356.4613,38.2245,356.4613,354.5673482369903,358.3552517630097
2023-07-19 15:00:00,354.33,355.3,354.262,355.14,785167.0,-0.7795,356.3218,41.8094,356.3218,354.37491838638044,358.26868161361955
2023-07-19 15:15:00,355.15,356.31,355.112,355.5,1084422.0,-0.6123,356.2123,43.3475,356.2123,354.2255842079193,358.19901579208073
2023-07-19 15:30:00,355.48,355.5,354.88,355.41,816552.0,-1.576,355.9278,43.0481,355.9278,353.8795272034639,357.9760727965361
2023-07-19 15:45:00,355.39,355.91,354.81,355.01,2056347.0,-1.2462,355.7038,41.7005,355.7038,353.5020621592919,357.9055378407081
2023-07-19 16:00:00,354.77,355.09,354.02,354.68,7929700.0,-1.6117,355.4133,40.5968,355.4133,353.07947443314265,357.74712556685733
2023-07-19 16:15:00,354.56,366.35,342.68,354.35,22385.0,-1.5913,355.1268,39.4965,355.1268,352.66935311041846,357.58424688958155
2023-07-19 16:30:00,354.4,355.08,354.18,354.32,51862.0,-1.3586,354.8828,39.3943,354.8828,352.3765373835063,357.3890626164937
2023-07-19 16:45:00,354.3,354.89,354.29,354.57,4511.0,-1.2986,354.6495,40.7391,354.6495,352.09084242550193,357.20815757449805
2023-07-19 17:00:00,359.49,359.49,354.31,354.32,3260.0,-0.8479,354.498,39.8093,354.498,351.91744701086463,357.07855298913535
2023-07-19 17:15:00,354.42,364.061,354.09,354.4,2259.0,-0.3851,354.4295,40.2685,354.4295,352.0837887264501,356.7752112735499
2023-07-19 17:30:00,354.38,354.4,354.0,354.4,5280.0,-0.301,354.376,40.2685,354.376,352.94268853548886,355.8093114645111
2023-07-19 17:45:00,354.06,354.65,354.0,354.43,7787.0,-0.0733,354.363,40.4572,354.363,352.98236026357904,355.74363973642096
2023-07-19 18:00:00,354.6,354.9,354.0,354.2,12789.0,-0.0677,354.351,39.4511,354.351,353.044629464309,355.657370535691
2023-07-19 18:15:00,354.3,354.41,352.9,353.46,22917.0,-0.1723,354.3205,36.3866,354.3205,353.1020388864253,355.53896111357466
2023-07-19 18:30:00,353.4,353.93,353.25,353.35,11529.0,-0.1159,354.3,35.9496,354.3,352.9944500386168,355.60554996138325
2023-07-19 18:45:00,353.52,353.99,353.35,353.9,6874.0,0.2294,354.3405,39.7572,354.3405,352.7969091761442,355.88409082385584
2023-07-19 19:00:00,353.7,354.4,353.4,354.0,15245.0,0.0565,354.3505,40.4349,354.3505,352.43874764262324,356.2622523573768
2023-07-19 19:15:00,354.0,354.41,353.5,354.38,12110.0,0.2887,354.4015,42.9998,354.4015,352.4470500314809,356.3559499685191
2023-07-19 19:30:00,354.4,354.4,353.68,353.99,7794.0,0.0311,354.407,41.0884,354.407,352.3286224920845,356.4853775079155
2023-07-19 19:45:00,354.0,354.0,353.24,353.3,14384.0,-0.2907,354.3555,37.947,354.3555,352.24679992346535,356.46420007653467
2023-07-20 04:00:00,354.84,354.84,353.03,353.1,9219.0,-0.5744,354.2535,37.082,354.2535,352.1314762249998,356.37552377500015
2023-07-20 04:15:00,353.15,353.4,352.55,352.71,8117.0,-0.7848,354.114,35.4244,354.114,351.9883091908074,356.23969080919255
2023-07-20 04:30:00,352.55,352.69,352.13,352.22,3783.0,-0.8976,353.9545,33.4472,353.9545,351.85912781965106,356.0498721803489
2023-07-20 04:45:00,352.39,352.58,352.0,352.01,7577.0,-0.845,353.8045,32.6256,353.8045,351.5123629265132,356.0966370734868
2023-07-20 05:00:00,352.05,352.5,351.89,352.48,4057.0,-0.6203,353.6945,36.311,353.6945,351.3730973296725,356.01590267032753
2023-07-20 05:15:00,352.58,352.94,352.42,352.94,1707.0,-0.3979,353.624,39.7087,353.624,351.4582216528391,355.78977834716096
2023-07-20 05:30:00,352.9,352.96,352.35,352.36,2367.0,-0.5532,353.526,37.083,353.526,350.9777736281848,356.0742263718152
2023-07-20 05:45:00,352.52,352.8,352.45,352.75,1213.0,-0.5133,353.435,39.896,353.435,350.247700429157,356.622299570843
2023-07-20 06:00:00,352.79,353.4,352.65,353.4,2624.0,-0.2597,353.389,44.2675,353.389,349.78902873891855,356.9889712610815
2023-07-20 06:15:00,353.37,353.51,353.29,353.49,3438.0,-0.2568,353.3435,44.8521,353.3435,349.47290851885055,357.21409148114947
2023-07-20 06:30:00,353.49,353.93,353.49,353.72,3489.0,-0.1919,353.3095,46.3655,353.3095,349.0936430593802,357.5253569406198
2023-07-20 06:45:00,353.73,353.88,353.55,353.61,1271.0,-0.2314,353.2685,45.7337,353.2685,348.8965946415698,357.64040535843026
2023-07-20 07:00:00,353.5,354.02,353.31,353.53,9409.0,-0.1892,353.235,45.2615,353.235,348.6388404086251,357.83115959137496
2023-07-20 07:15:00,353.64,354.76,353.6,354.7,13444.0,0.3508,353.297,52.7688,353.297,348.47676918900555,358.1172308109945
2023-07-20 07:30:00,354.66,355.64,354.33,355.48,25668.0,0.6028,353.4035,56.9154,353.4035,348.2950390927548,358.5119609072452
2023-07-20 07:45:00,355.48,356.25,355.35,356.16,20876.0,0.6386,353.5165,60.1278,353.5165,348.1756782589105,358.8573217410895
2023-07-20 08:00:00,353.55,356.25,351.997,355.23,53916.0,0.3475,353.578,54.2994,353.578,348.2122163280695,358.9437836719305
2023-07-20 08:15:00,355.15,355.44,354.98,355.14,14800.0,0.2145,353.616,53.7684,353.616,348.1809612945493,359.05103870545065
2023-07-20 08:30:00,355.07,355.4,354.01,354.03,13913.0,0.0113,353.618,47.7119,353.618,348.25688939901926,358.97911060098073
2023-07-20 08:45:00,354.08,354.5,353.55,354.39,28552.0,0.3085,353.6725,49.6482,353.6725,348.37945373320974,358.9655462667903
2023-07-20 09:00:00,354.29,354.47,353.62,353.65,23262.0,0.1558,353.7,45.9652,353.7,348.5142806778956,358.88571932210436
2023-07-20 09:15:00,353.66,354.2,353.19,353.57,46304.0,0.2438,353.743,45.5804,353.743,348.6475823936055,358.8384176063945
2023-07-20 09:30:00,353.57,357.97,353.55,357.28,2402220.0,1.4366,353.996,61.3673,353.996,348.8757492227281,359.1162507772719
2023-07-20 09:45:00,357.27,357.294,354.64,355.841,1227919.0,1.0883,354.1875,54.8686,354.1875,349.7039733330743,358.6710266669257
2023-07-20 10:00:00,355.819,356.18,352.9,353.085,1254303.0,0.1716,354.2178,45.2153,354.2178,350.588232394263,357.847367605737
2023-07-20 10:15:00,353.12,353.29,349.359,350.02,1711178.0,-0.8273,354.0718,37.4933,354.0718,351.0742266180698,357.0693733819302
2023-07-20 10:30:00,350.02,350.2,348.53,350.0,1570398.0,-0.6698,353.9538,37.4494,353.9538,350.87400652417375,357.03359347582625
2023-07-20 10:45:00,349.97,350.68,349.12,350.24,1145094.0,-0.7116,353.8283,38.3617,353.8283,350.69786996864195,356.9587300313581
2023-07-20 11:00:00,350.23,351.59,349.958,350.15,1076553.0,-0.9196,353.6658,38.1421,353.6658,350.573746779743,356.757853220257
2023-07-20 11:15:00,350.13,350.26,349.669,349.83,712212.0,-1.0354,353.4828,37.3421,353.4828,350.59499000419464,356.37060999580535
2023-07-20 11:30:00,349.82,351.47,349.8,351.319,802494.0,-0.6788,353.3628,43.1793,353.3628,350.5948474398244,356.1307525601756
2023-07-20 11:45:00,351.29,351.378,349.452,349.54,787280.0,-1.151,353.1593,38.6509,353.1593,349.9553023041465,356.3632976958534
2023-07-20 12:00:00,349.54,350.2,349.18,350.16,1450145.0,-0.9532,352.9908,40.9238,352.9908,350.0321298079694,355.94947019203056
2023-07-20 12:15:00,350.14,350.59,347.929,348.0,1013209.0,-1.8889,352.6558,36.0287,352.6558,349.73053828312266,355.58106171687734
2023-07-20 12:30:00,348.02,348.58,347.73,348.355,734026.0,-2.0043,352.2995,37.3257,352.2995,349.45967606777646,355.1393239322236
2023-07-20 12:45:00,348.355,348.75,347.93,347.98,538605.0,-2.2967,351.8905,36.5028,351.8905,349.0876875202862,354.69331247971377
2023-07-20 13:00:00,347.99,348.84,347.93,348.83,498605.0,-1.8016,351.5705,39.6759,351.5705,348.81073306858383,354.33026693141613
2023-07-20 13:15:00,348.81,348.85,347.74,348.46,481968.0,-1.8809,351.2365,38.7878,351.2365,348.55559920524945,353.9174007947505
2023-07-20 13:30:00,348.42,349.0,347.99,348.29,578328.0,-1.6213,350.9495,38.3723,350.9495,348.3371113648165,353.5618886351835
2023-07-20 13:45:00,348.31,349.0,348.28,348.42,448714.0,-1.6846,350.651,38.8991,350.651,348.1259326600475,353.1760673399525
2023-07-20 14:00:00,348.38,348.51,347.7,347.84,665768.0,-1.6429,350.3605,37.3978,350.3605,347.955093002072,352.765906997928
2023-07-20 14:15:00,347.85,347.96,346.09,346.09,857839.0,-2.1156,349.9865,33.3143,349.9865,347.6464879552572,352.32651204474274
2023-07-20 14:30:00,346.1,346.79,345.995,346.31,828603.0,-3.0704,349.438,34.2641,349.438,347.0972073227547,351.7787926772453
2023-07-20 14:45:00,346.3,346.73,345.84,345.91,752500.0,-2.7909,348.9415,33.3549,348.9415,346.6070815528273,351.2759184471727
2023-07-20 15:00:00,345.894,347.07,345.87,346.2,1008468.0,-1.95,348.5972,34.6778,348.5972,346.2758476388222,350.9185523611778
2023-07-20 15:15:00,346.22,346.28,345.37,345.89,934729.0,-1.1799,348.3907,33.9201,348.3907,346.01791515036865,350.7634848496313
2023-07-20 15:30:00,345.93,347.34,345.93,346.87,1198443.0,-0.8943,348.2342,38.3987,348.2342,345.78705587837663,350.68134412162334
2023-07-20 15:45:00,346.87,347.35,346.34,346.88,2712905.0,-0.9593,348.0662,38.4435,348.0662,345.5084878619291,350.62391213807086
2023-07-20 16:00:00,346.89,361.065,334.479,347.2,9484299.0,-0.8425,347.9187,39.9158,347.9187,345.2653769261074,350.5720230738926
2023-07-20 16:15:00,347.238,347.44,346.87,347.19,31063.0,-0.7547,347.7867,39.8844,347.7867,345.0512043685549,350.5221956314451
2023-07-20 16:30:00,347.15,347.25,334.479,347.14,11320.0,-1.1895,347.5778,39.7201,347.5778,344.76422127557385,350.3913787244262
2023-07-20 16:45:00,347.14,347.24,346.76,347.12,88738.0,-0.6923,347.4568,39.6513,347.4568,345.50283315465845,349.4107668453415
2023-07-20 17:00:00,347.09,355.08,346.84,347.04,769086.0,-0.891,347.3008,39.3642,347.3008,345.3444741980897,349.25712580191026
2023-07-20 17:15:00,347.04,347.44,346.7,346.87,9649.0,-0.3247,347.2443,38.7369,347.2443,345.48609198086746,349.00250801913256
2023-07-20 17:30:00,346.8,347.15,346.8,347.12,3554.0,-0.3545,347.1825,40.2118,347.1825,345.40831042306195,348.95668957693806
2023-07-20 17:45:00,346.87,347.49,346.87,347.21,5371.0,-0.2213,347.144,40.7523,347.144,345.29884145439377,348.98915854560624
2023-07-20 18:00:00,347.21,347.45,347.05,347.3,9800.0,-0.4386,347.0675,41.3108,347.0675,345.13861040034357,348.9963895996564
2023-07-20 18:15:00,347.29,347.4,347.0,347.01,4410.0,-0.4161,346.995,40.0309,346.995,344.95999579725105,349.03000420274896
2023-07-20 18:30:00,347.01,347.39,346.6,346.65,33820.0,-0.4709,346.913,38.4733,346.913,344.8463918797341,348.97960812026594
2023-07-20 18:45:00,346.66,347.35,346.3,346.32,15387.0,-0.6027,346.808,37.0811,346.808,344.80822284868736,348.8077771513126
2023-07-20 19:00:00,346.7,347.2,346.61,346.76,13333.0,-0.3105,346.754,40.1221,346.754,344.89009995124377,348.61790004875627
2023-07-20 19:15:00,346.75,346.98,346.4,346.5,11265.0,0.1185,346.7745,38.9511,346.7745,345.03839748869353,348.51060251130644
2023-07-20 19:30:00,346.54,346.89,346.36,346.59,9909.0,0.0809,346.7885,39.5935,346.7885,345.1960119323671,348.38098806763287
2023-07-20 19:45:00,346.55,346.85,346.05,346.49,11162.0,0.1677,346.8175,39.1122,346.8175,345.46153399318644,348.17346600681356
2023-07-21 04:00:00,347.73,348.89,346.47,348.64,10887.0,0.7048,346.9395,52.2504,346.9395,346.07751308069084,347.8014869193092
2023-07-21 04:15:00,348.66,348.8,348.47,348.69,4763.0,0.8095,347.0795,52.5013,347.0795,346.2467770383069,347.9122229616931
2023-07-21 04:30:00,348.69,348.84,348.5,348.84,3399.0,0.5679,347.178,53.2766,347.178,345.8579777164094,348.4980222835906
2023-07-21 04:45:00,348.85,348.94,348.55,348.71,3269.0,0.5276,347.2695,52.4949,347.2695,345.94738600125896,348.591613998741
2023-07-21 05:00:00,348.75,348.84,348.56,348.79,1041.0,0.4579,347.349,52.9422,347.349,346.01592682408887,348.6820731759111
2023-07-21 05:15:00,348.79,348.82,348.7,348.73,1369.0,0.4436,347.426,52.5516,347.426,345.93734522873615,348.9146547712638
2023-07-21 05:30:00,348.71,348.8,348.33,348.42,18453.0,0.3687,347.49,50.5243,347.49,345.7050825779757,349.2749174220243
2023-07-21 05:45:00,348.42,348.63,348.04,348.26,4877.0,0.3284,347.547,49.4871,347.547,345.6111341176214,349.48286588237863
2023-07-21 06:00:00,348.18,348.5,348.1,348.47,1375.0,0.4121,347.6185,50.8802,347.6185,345.607304105741,349.629695894259
2023-07-21 06:15:00,348.47,348.7,348.2,348.6,1364.0,0.4987,347.705,51.7474,347.705,345.6393381514747,349.77066184852526
2023-07-21 06:30:00,348.6,349.4,348.42,349.4,4483.0,0.6568,347.819,56.6992,347.819,345.63301827267026,350.0049817273298
2023-07-21 06:45:00,349.2,349.7,348.74,349.3,3297.0,0.6019,347.9235,55.9438,347.9235,345.55454161958744,350.29245838041254
2023-07-21 07:00:00,349.21,349.94,349.02,349.65,22289.0,0.6766,348.041,58.0052,348.041,345.52916171532445,350.55283828467554
2023-07-21 07:15:00,349.69,349.75,349.02,349.11,10759.0,0.6052,348.146,53.9088,348.146,345.48167486772576,350.8103251322743
2023-07-21 07:30:00,349.19,349.19,348.55,348.64,9166.0,0.5741,348.2455,50.6327,348.2455,345.3523095160271,351.1386904839729
2023-07-21 07:45:00,348.61,348.8,348.5,348.51,10417.0,0.6324,348.355,49.7525,348.355,345.2800468522654,351.42995314773464
2023-07-21 08:00:00,349.03,349.85,346.87,349.26,80640.0,0.721,348.48,54.551,348.48,345.2898428358294,351.67015716417063
2023-07-21 08:15:00,349.29,349.85,349.15,349.7,37130.0,0.9235,348.64,57.0821,348.64,345.4329097051984,351.84709029480155
2023-07-21 08:30:00,349.6,349.699,349.2,349.58,24626.0,0.8627,348.7895,56.1838,348.7895,345.68399847239465,351.8950015276053
2023-07-21 08:45:00,349.58,349.7,346.87,349.11,23751.0,0.7562,348.9205,52.7609,348.9205,345.9646631657699,351.87633683423013
2023-07-21 09:00:00,349.21,349.86,349.11,349.63,36667.0,0.284,348.97,55.8906,348.97,346.0470000152138,351.89299998478623
2023-07-21 09:15:00,349.62,356.105,348.295,349.19,85578.0,0.1434,348.995,52.7763,348.995,346.20674815002343,351.7832518499766
2023-07-21 09:30:00,349.15,349.71,346.88,349.46,3084021.0,0.1777,349.026,54.4169,349.026,346.98073434460895,351.0712656553911
2023-07-21 09:45:00,349.46,350.3,347.665,347.665,1315197.0,-0.2997,348.9738,43.7742,348.9738,347.0218825265023,350.9257174734977
2023-07-21 10:00:00,347.661,348.43,346.54,347.54,1187090.0,-0.3584,348.9112,43.1555,348.9112,347.06457601576915,350.75782398423087
2023-07-21 10:15:00,347.52,348.54,345.5,346.165,1126829.0,-0.7355,348.783,37.0862,348.783,346.5988441728783,350.96715582712176
2023-07-21 10:30:00,346.11,348.35,346.09,346.989,1003648.0,-0.4107,348.7114,42.2129,348.7114,346.13795711442083,351.2848428855792
2023-07-21 10:45:00,347.01,348.48,346.9,347.06,830198.0,-0.3446,348.6514,42.6368,348.6514,345.6511043225698,351.65169567743027
2023-07-21 11:00:00,347.06,348.35,347.05,347.465,724199.0,-0.2884,348.6012,45.0572,348.6012,345.57860566876906,351.62379433123095
2023-07-21 11:15:00,347.41,347.57,346.52,347.17,645383.0,-0.4102,348.5297,43.6452,348.5297,345.59050699404094,351.46889300595905
2023-07-21 11:30:00,347.18,347.47,345.99,346.03,687220.0,-0.9645,348.3612,38.7106,348.3612,345.5481115690345,351.1742884309655
2023-07-21 11:45:00,346.025,347.14,345.735,346.38,641009.0,-0.836,348.2152,40.8711,348.2152,345.4918132035204,350.93858679647957
